,dire,radiant,anti-mage,axe,bane,bloodseeker,crystal-maiden,drow-ranger,earthshaker,juggernaut,mirana,morphling,shadow-fiend,phantom-lancer,puck,pudge,razor,sand-king,storm-spirit,sven,tiny,vengeful-spirit,windranger,zeus,kunkka,lina,lion,shadow-shaman,slardar,tidehunter,witch-doctor,lich,riki,enigma,tinker,sniper,necrophos,warlock,beastmaster,queen-of-pain,venomancer,faceless-void,wraith-king,death-prophet,phantom-assassin,pugna,templar-assassin,viper,luna,dragon-knight,dazzle,clockwerk,leshrac,nature's-prophet,lifestealer,dark-seer,clinkz,omniknight,enchantress,huskar,night-stalker,broodmother,bounty-hunter,weaver,jakiro,batrider,chen,spectre,ancient-apparition,doom,ursa,spirit-breaker,gyrocopter,alchemist,invoker,silencer,outworld-devourer,lycan,brewmaster,shadow-demon,lone-druid,chaos-knight,meepo,treant-protector,ogre-magi,undying,rubick,disruptor,nyx-assassin,naga-siren,keeper-of-the-light,io,visage,slark,medusa,troll-warlord,centaur-warrunner,magnus,timbersaw,bristleback,tusk,skywrath-mage,abaddon,elder-titan,legion-commander,techies,ember-spirit,earth-spirit,underlord,terrorblade,phoenix,oracle,winter-wyvern,arc-warden,monkey-king,dark-willow,pangolier,grimstroke,void-spirit,snapfire,mars
tidehunter,0.15556805794947437,0.05767310060262993,-0.0012483893638953253,-0.0,0.001454937391902539,-0.0,-0.0,-0.1274059194381597,-0.0,-0.1443186320171829,-0.0,-0.0,-0.14530914139517498,0.1652869595456443,0.001979384633693897,0.0014852710903633002,-0.0,-0.0,-0.0,-0.010010449092281451,-0.006086867456257169,-0.0,0.05236637687016632,-0.0,-0.09450328270983904,0.09878797889565746,-0.0,0.0023906096261152136,0.031114338215574293,0.0,-0.08724654198500849,0.016748796495392432,0.0,0.0,0.0,-0.02940906033861413,0.0,0.14587240590375564,0.1343439160238586,0.01133588964916361,-0.028012391371175758,0.012275747542490946,0.13854392700551083,-0.005784525282032008,0.11476719129514923,0.0414144523641255,-0.05261929662526211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013467489060021199,0.0,-0.05090741536347362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042576942210638215,0.0,0.0,0.028765556970697173,0.0,0.06312309525058261,-0.044144256848424906,0.0,0.0,0.0,-0.061985122987068556,-0.010904625234090528,0.0,0.0,0.03248830651489183,0.02701641247148573,0.0,0.14138945102059378,-0.07025424370719832,0.0,0.0,-0.048591668816094113,-0.06625556727850594,0.0,0.0,0.0,0.03274470225833659,0.0,0.0,-0.07978123079695061,0.0,0.0,-0.018806386993350712,0.0,0.0,-0.02034374288637183,-0.11617172191696107,0.040989751005112825,0.0,-0.17526144359101986,0.0,0.009727221465822987,0.0,0.029628010943888988,0.0,0.0026131816610096997,0.0,0.0,0.01584817983362111,0.0,-0.0021431720735134926,0.0,-0.02524844431653424,0.07324038698568679,0.0,0.0,0.08500929766497525
witch-doctor,-0.01410178638329408,-0.06133561038135676,-0.10097728379154987,0.1456455375984274,-0.005948394027106218,-0.16112865910681262,0.0038700499427922986,-0.0,-0.0,-0.015840950834091073,-0.08722951598712884,-0.0,-0.0,-0.0,-0.0,-0.011874451074673277,-0.0,-0.004141807428467606,-0.0,-0.0,-0.0,0.06387396317981062,-0.01761639442610221,-0.1494346067898279,-0.0,0.03916749710503443,-0.0,-0.00041007869070666756,-0.0,0.08724654198500849,0.0,0.006208240101032963,-0.04100574461549392,0.0,0.0,0.0,-0.03282747854821796,0.0,0.0,-0.018840896755111265,0.0480039587683326,-0.0005481267558234246,0.0,0.0,-0.07672163219948298,-0.007311295998840673,0.0,0.0,-0.062288367184380966,0.0,0.007706937792176189,-0.07916716254293604,0.0,-0.12336313484619493,0.0,0.0,-0.10921861324972676,-0.07258178947156455,-0.06807117871154511,0.0,0.049649885515221766,-0.21495483366610166,0.0,0.13461182676985473,0.0,0.0,0.0,-0.009212756909611739,0.0,0.07433804653242308,0.05185654209706505,0.0,0.022890388983425877,0.013560240413949896,-0.048418905105626825,0.10401027385170664,0.0,0.0,0.07868787704148401,-0.01755561910302626,0.0,0.07269234291934057,0.12129137241290412,0.007389979078051598,0.0,-0.008951035183616342,0.01465530424527958,0.0,-0.15800731104677557,0.0,0.0,0.0,0.0,0.0,0.010105549575092066,-0.0536350612358614,0.0,0.0,0.08456606371565284,0.0,-0.009209309698222225,-0.020449379027844668,0.0,0.0,0.0,-0.09867759893804719,0.0,0.0,0.16297551991265857,-0.01174487596889335,0.0,0.02158951438512521,0.0,0.0,-0.038971794961068854,0.0,0.0,0.055687866010030736,-0.09401131852145256,0.0,0.0
lich,0.0,-0.009121919000032754,-0.058415657422595205,-0.0,-0.030962402780897083,-0.0,0.01678692722553795,-0.0,-0.03238614001069702,-0.0,-0.03447236163800869,-0.0073126835295314494,-0.01341967640504705,0.006032687520346364,-0.020641318568640342,-0.010896270993448105,-0.0,-0.0,-0.010587592002680312,-0.0,0.051544897513056444,0.07109037006121995,-0.06343770193369139,-0.03049363864416043,-0.018337168151009806,-0.0,0.009677358477744084,0.06635786635107761,0.0008162439373131849,-0.016748796495392432,-0.006208240101032963,0.0,0.0,0.0,0.0,0.0,0.04045598385177854,-0.023249687800229197,0.012191477054570203,-0.02549213037751589,0.0,0.0,0.0,0.0,0.028554954159873643,-0.016267843261501446,0.09199534451851586,0.0,0.0,0.0,0.0,-0.0030008110264670594,0.0,-0.05230798068212929,0.11541796304696207,-0.04123174578866775,-0.0017341227363147852,0.0,0.07695191386160069,0.04541373242035904,0.0,0.0,0.11081639607182868,0.0,0.0,0.0,0.0,-0.08931558651684464,-0.013263778947268335,0.02219125357119479,0.04945976135924699,0.08876637849292938,0.0,-0.1798982567314038,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010503482402955087,0.07319393114081242,0.0,0.0,0.0,0.0,0.043872668158260866,0.04618744311591093,0.022509723416249846,0.01485459313273737,0.0,-0.029300776446443837,0.027638648377735216,0.0,0.0,0.08716919437239799,-0.005440200045831494,0.0,0.0,0.0,0.07790220475805588,-0.04020890335932051,0.0,0.0,0.09217150845873308,-0.08534990787160057,-0.014784401999723085,-0.00248444062487507,0.0,0.0,0.0,-0.06034858594523828,0.0,-0.007436106270205983,0.03231052982524691,-0.026077378222644873,-0.035206398663093295,0.0,0.058938299147478834,0.0,0.0005067807695457753
riki,0.07256461954332796,0.00561632104277171,0.054744571132396405,0.022208802852544327,-0.0,-0.0,-0.0,-0.0,0.034974966874743184,0.13507683436080478,0.008570174397704487,0.03143459174665079,-0.0,0.0012104662837706954,0.09458673107460265,0.07382842272905664,-0.0,-0.03882636172279073,0.07190115477229488,-0.08809539892305387,-0.031108974412396538,-0.0,0.03922033611978759,-0.007152542027917444,-0.0,0.03882565221344061,-0.011346523578270469,-0.0,-0.0,-0.0,0.04100574461549392,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1158319577016272,-0.059882069601927886,0.0,0.0,0.013230251744913303,0.0,0.0,-0.04754445625819679,0.008487426924450881,0.04158772193176181,0.0821611824817475,0.0,-0.07148139859105368,0.0,0.02310514096962684,0.0,0.0,0.11738359060009351,0.0,0.008891999965556537,0.0,0.0,0.0,0.0,0.0,-0.07047540306836148,0.0,0.0,0.0,0.0,-0.00034112731143773746,0.10210648511332562,0.0,0.09598039428943579,0.0,0.0,-0.002028806591622483,0.2156961952516716,-0.058698580021381924,-0.02864139855399267,0.0,0.0,0.022546398227440253,-0.1271299795465895,0.0,0.0,0.0,-0.0707579016611457,0.0,0.1559181741009962,0.0,0.0,-0.12722023377645764,0.02581460858084016,0.0,0.10451251995453138,-0.027989995031421404,0.19192980713373411,-0.005028265242957562,0.0,0.0,0.0,0.0,0.024527724360207243,0.02655153563689922,0.0,0.0,-0.021614849167787106,-0.08438945849864815,0.041799726609798894,0.0,-0.01062143018228206,0.0,0.05237385862089329,0.07429385528938066,0.0,0.10035871435470908,0.014803289604983231,0.0,0.06181741513164614,0.0,0.12491931289474867,-0.01953534469636351,0.03388154252787529
enigma,0.11026350850593408,0.010354214660999258,-0.008151487822879172,0.0072415473760319635,-0.0,-0.0,0.022633822539861362,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0362158056129622,-0.03170824961100314,0.09830211474113679,-0.0,-0.0,0.039642677415567276,-0.11559258870221102,-0.0,-0.0,0.007344962769093761,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04175201912572267,0.0,0.0,-0.1624138655377364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15266250935598644,0.0,-0.01644348630213978,0.10991152979322885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064241752312499175,0.0,0.0,-0.14023955290165518,0.0,0.05228938389528723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09080920159191352,0.0,-0.12355603980198163,0.037371919235955696,0.0,0.0,0.07003161248715309,0.0,0.0,0.07669394044272702,0.0,0.0,0.0,0.10111876512360711,0.0,0.0,0.0,0.0,0.0,0.0,0.12967806052105027,0.08722959061256948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06437818720238572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker,-0.10609678807864523,-0.12801948843951433,-0.043848969901393045,-0.0,-0.040312747045767545,-0.015070213168743199,-0.0,0.06877634433259656,0.07811015460816892,-0.0,-0.10234917263398928,0.227104249144098,-0.00941824001994761,-0.013240738717061228,-0.0,-0.13026860628106787,-0.0,-0.0266598529676481,-0.011416497192319804,-0.0,-0.0,0.04235886483474177,0.0977600834575746,-0.06402618550772923,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.02170502668541259,0.0,-0.027828124737669862,0.0,0.028194423154533143,-0.14670942460848077,-0.012064092991943474,-0.02805357770540103,-0.021713086618735906,0.1255149792416674,-0.023098515566272626,0.0,0.0,0.0,-0.12884849117196862,0.0,0.07090815771907868,0.0,-0.0038022997804002586,0.0,0.0,0.0,0.0,-0.036143920146541504,-0.07937817283846951,0.0,0.0,0.026227273344854165,0.0,0.0,-0.004302310333969215,0.034534296242197025,-0.12237879714777516,0.0,-0.023261916856648215,0.0,-0.1354022146090846,-0.10884915532491665,-0.020912853887397272,0.0,0.0,-0.012160383148064694,-0.07073113571321485,0.0,-0.03574188015115668,0.0,-0.06456329265698149,0.0,0.0,0.03409607951493964,0.0,0.0,0.0,0.0,0.0,0.0,-0.06760712841271856,0.0,0.0,0.0,0.0,0.04068291924310821,0.0,0.0,0.0,-0.09002456559379061,0.0,0.1287530014438544,0.031426251272561954,0.20763522189087888,0.0,0.023429693485352558,0.14533490738461585,-0.03198369823609098,0.0,0.14905805503969904,0.0,0.27801895334735627,0.0,0.11791513244794065,0.11679564776535958,0.2456209854711932,0.0,0.0
sniper,-0.10610627841184975,-0.0911813733195681,-0.10031629184805087,-0.2431226550663799,0.018796268891074965,-0.0,-0.05972547075185046,0.082944357881583,0.014814754265634797,-0.057107482158764,-0.0,-0.1717041669038613,-0.0,-0.15085434705349518,0.05868655386984232,-0.050194637048371175,0.07226733822366227,-0.0,-0.11706668060718733,-0.006558561984893042,0.04325514469681316,-0.020159419339571064,-0.0834755025855053,-0.17851736304323945,-0.0,0.1023456688583105,-0.0,-0.0,-0.0,0.02940906033861413,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.02104858739748977,0.06938894586382763,-0.07370328041860368,0.1011202106764204,-3.6719799734997315e-07,0.027136746583090728,0.010162824669104622,0.0,-0.05183213918166988,0.0,0.0,0.0,-0.04242188062107927,0.0,-0.06776003982726828,0.0,0.0,0.0,0.0,-0.06247445276259693,0.0,0.0,0.01136182627744879,0.0,-0.016845467451375176,0.0,0.0,0.0,-0.0011359942072210168,0.0,-0.1712739159654312,0.028937208585716852,0.0,-0.0036744120033736843,0.022479305128421896,0.2049208340586836,0.2588389906050878,-0.029296496165215756,0.09858089358416823,0.0,0.0,0.0,0.0,0.0,-0.05217739850745919,0.0,0.0,0.0,0.0,-0.02497996891921544,0.0,0.0,0.03817084130400665,0.0,-0.06140443731473676,0.0,-0.05481270666124644,0.048276013307580364,0.0,0.0,0.0,0.0,0.0,-0.016975180791563793,0.0,0.0,0.0,-0.007744908851870873,-0.030735908226424257,-0.05622110258111097,-0.04917946518286155,0.19310148280620648,0.0772146080309812,-0.018882685152426425,0.017493256347700454,0.0,-0.05407660482672713,0.07683149389722198,-0.009930188225322607,0.0,0.016428307642411766,-0.03404177756068279,-0.12188818414819114,-0.03535997119284577
necrophos,0.057626891840755805,-0.0029582870484063687,-0.16211099889096656,0.06274166064554197,-0.0,0.027875988668579214,-0.0,-0.10866734884809763,-0.07699167812166303,0.05360682912941141,0.06273073033929007,-0.008807279437513478,-0.0,0.1123172280412687,0.09090265112272669,-0.0035279531081368835,-0.0,-0.034084559240908176,-0.0,-0.06078652409276234,0.12344707216689976,0.007322624058589332,-0.019895167671142605,0.09807927980965747,0.04043093281281232,-0.05081904186184831,-0.0,-0.0,-0.0,-0.0,0.03282747854821796,-0.04045598385177854,-0.0,-0.0,-0.0,-0.0,0.0,-0.025942354512195526,0.0,0.05860657956300843,-0.1415300977576175,0.03406216310268766,0.14244865064963508,0.0,0.07072225578159606,-0.006399082988942411,0.0,-0.004584121938948999,-0.017386804661671317,0.0,-0.13349852625154401,0.0,0.0,0.0026133640847535965,0.0,-0.012898848662086978,-0.02425596906399943,0.0,0.0,0.17992516566994327,0.0,0.0,0.022860664189624062,0.0,-0.06190982243574684,-0.06015038918575448,0.0,0.19396795663876515,-0.013965157716388323,0.0,0.0,0.0,0.0,0.0,0.0,-0.05512184464104622,0.020714343025942716,0.0,0.0,0.0,0.0,-0.04047074834966248,0.06785912316957693,0.0,0.0,-0.002287436922082313,-0.003341352422228537,0.012901270696258,-0.06892525281616373,0.2628437688921401,0.0,0.0,0.0,0.10208329068562552,-0.16290001117384756,0.0,-0.030671295552845743,0.13788619066255897,0.08654402662343906,0.01927330836216522,0.0,0.0,0.0,0.0,1.0278547271180914e-07,0.0,0.11739294686548267,0.1344839096588374,-0.03830775368580091,0.0,-0.00923759540741831,0.0,0.036421264001142394,-0.01345906158562617,-0.09946879084350148,-0.07188264606725761,0.027997510930854227,-0.04771810358460705,0.0016930707350483992,-0.016481735546659434,0.10113603588981845
warlock,0.023721570008960132,0.012572716160610516,-0.06929696145133243,0.05958579577200733,-0.0,-0.011257605717849424,-0.08463167542973564,-0.0,-0.01620444124709821,-0.022923071946052708,-0.0,-0.0,-0.0032920992587099785,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0061720099100485825,0.015723369626715784,0.011757601130819396,0.011999263679907252,-0.007442540840692281,-0.0,0.028555087968142684,0.0693874706050327,0.05729898385638804,-0.06502542912444345,-0.14587240590375564,-0.0,0.023249687800229197,0.1158319577016272,-0.0,0.02170502668541259,-0.02104858739748977,0.025942354512195526,0.0,0.0,-0.030794577959427,0.06111422133419157,0.0,0.04269131387998562,5.0916176220147766e-05,0.0,0.03242852167421461,0.0,0.0,0.046923006171569574,0.0,0.14559263020908111,-0.10831936939744254,0.0,-0.01320609560755624,0.0,0.0,0.014037721592905133,0.0,0.0,0.0,0.0,0.0,0.031642661280929414,0.0,-0.036664951621936046,0.06023001606219139,0.0,0.0,0.0,-0.017116817488262246,0.0,0.0,0.10289045796172495,0.0,0.013310016052005998,0.07048126237145216,0.00682508591463743,0.0,-0.013597032310748679,0.0,0.07439068748677155,0.0,0.0,0.056299587246582315,0.03552069389234613,0.0,0.0,0.10255029923483946,0.0,0.0,0.0,0.0,0.0,-0.0824540810792415,0.0,-0.11055840065248582,0.0,0.0,0.0,0.0,0.0,0.0,-0.011539304665995984,0.0,-0.11312260144163963,0.0,0.0,0.03910884058066604,0.0899207156106662,0.1561631241928097,0.0,0.0,0.0,0.0,-0.022492967147195102,-0.044047978287393375,0.11278367378287665,0.0,-0.009124916486810516,0.030884198818832823,0.025542755539317095
beastmaster,0.0,-0.027860546653154433,0.12836670530496247,-0.0,0.009969716297691179,-0.0,-0.0,-0.0,-0.07177101119254012,0.011303794733861765,-0.011767541282711146,-0.0,-0.026253820161294617,-0.13624133731451396,0.059018559304158766,-0.0,-0.0,-0.0,-0.0,-0.007838816342974462,0.02280726206708603,-0.0,-0.0,-0.019418407743860413,-0.010319596292919356,0.01081589354215239,0.04580576702092584,-0.0,0.021523476310292357,-0.1343439160238586,-0.0,-0.012191477054570203,0.059882069601927886,-0.0,-0.0,-0.06938894586382763,-0.0,-0.0,0.0,0.0,0.0,0.0,0.02839977161416752,0.0,0.0,0.0,0.0,0.0,0.0,0.06544614642155196,0.0,0.0,0.0,-0.07506704729132083,0.17699365215359777,0.0,0.0,0.0,0.0,0.0,0.0,-0.11457517398748196,0.0,-0.1578027054107505,-0.09021393448322015,0.0,0.0,0.0,0.15404836048111858,0.09008159181803278,0.0,0.0,0.0,0.0,-0.01994697074795718,0.0,0.0,0.0,0.0,0.0,0.05764552508363778,0.0,0.0,0.0,0.04522178460974633,0.0,-0.04032022162679182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18188786174944174,-0.026657733932263117,-0.04170198082436538,0.029787532050647922,0.0,0.0,0.0,0.04815911447796724,0.0,0.0,0.0,-0.022351745203166788,0.0,0.0,-0.09079239482428114,-0.0115718630845937,-0.022795781639639558,0.0,-0.1227928502643536,-0.06274126073968912,0.14659003423257355,0.0,0.06779167778106236,0.0,0.07366209472712988,-0.04323255636831146,0.0
queen-of-pain,-0.006725605230098007,-0.05330554413350287,-0.08946071283082152,0.056636526681007514,-0.10827150035909393,-0.0,-0.051017174539738336,0.0041166833102879215,-0.0,0.034939575194616525,-0.025652082267359978,-0.0,-0.0,-0.0,-0.16759830634165804,-0.0,-0.0,-0.08956154845775637,-0.0,-0.0,3.948457290224008e-06,-0.0,0.08571222078107892,-0.07326761460732018,-0.0,-0.038453514086098615,-0.0,-0.038787564807921684,0.0058243444794350615,-0.01133588964916361,0.018840896755111265,0.02549213037751589,-0.0,0.04175201912572267,0.027828124737669862,0.07370328041860368,-0.05860657956300843,0.030794577959427,-0.0,0.0,0.0013872692075797234,-0.03609642850872911,-0.034113820452281764,0.0,-0.0006337210636312197,0.0,-0.12862847900355454,-0.09209575254802486,-0.032479929956563354,-0.08137985890818013,0.0,0.030739794503699104,0.0002532644053180759,-0.10273026735671123,0.0,0.0,-0.040561111070533985,0.0,0.035528925591518365,-0.020306226685946213,-0.10873433328778292,0.0,-0.09060166834336136,0.0,0.0,0.16486352480959382,0.0,0.0,0.0,0.06642383296883927,0.038365153301002465,-0.01787483956806312,0.0,0.051362598705465584,-0.014889114407674733,-0.009086509645724144,0.040763278050548385,0.12798385807221863,-0.01012811401603257,0.0,0.0,0.0,0.0,0.0,-0.08469917687248069,0.0,-0.034831871187344696,0.04768617956919098,-0.09454068092327321,0.04184435771145878,0.0,0.0,-0.06163985981330637,0.0,0.0,0.0,0.0,0.03545941762841683,0.02716054603231996,0.047378931652644146,0.0,-0.05625616882700012,-0.04927882401028173,0.0,-0.12165162346624006,-0.051371202155853876,-0.0046967217609783845,0.016815431583785827,0.011305810121670921,0.05830110095462648,-0.021083142991168157,-0.04851929620301065,0.11120097759241088,-0.04315416409299085,0.02971884711969327,0.0,0.1342092433624494,0.0,-0.028201246861175023,-0.040048437816948515,0.043678738623190064
venomancer,0.047447456137464025,-1.9125966082059193e-06,-0.031849134026012374,0.1496994763772533,-0.026702309085140468,-0.0,-0.0,-0.060073139129273756,0.09617017524108597,-0.0555091726596744,-0.03164682571485766,-0.09278207872325693,0.005709235213321923,-0.14043062711315402,0.0697197552431217,-0.009102382933879842,-0.0,0.0033926901876548624,-0.09369172409624855,0.011916396637842604,0.050651663694634995,-0.0,-0.007443285911032435,0.043340043914087474,-0.0,-0.0,0.03819900171021284,-9.967677868342243e-05,0.08933645205934884,0.028012391371175758,-0.0480039587683326,-0.0,-0.0,-0.0,-0.0,-0.1011202106764204,0.1415300977576175,-0.06111422133419157,-0.0,-0.0013872692075797234,0.0,0.04327420735864959,0.06211031755896519,0.0,0.0,0.0,0.01795648097909456,0.0,-0.0358625087760317,-0.04412496518983652,0.0,0.0866331915697448,0.022412933648132988,-0.015039959874868704,-0.17614278783664697,-0.11284360166691532,0.0,0.0,-0.00864393149941617,-0.00020613632514507316,0.10211234034089704,-0.1347177365421242,-0.030290441582092566,0.0,0.027010007605011953,0.006165337211274426,0.0,0.06392645554455711,-0.11768042362507192,0.06386644354989252,0.07650242983480986,0.07928311888736235,0.0,0.07736565346244054,-0.027614257195619746,0.0,0.09608113931027822,0.0,0.0,-0.04753842897151801,0.017164856257657075,0.0,0.022773980598484768,0.04305258618017827,-0.01698683952144187,0.05699185347091343,0.0,0.008184928607868458,0.0,0.0,0.0,-0.019612857994384426,0.0,-0.07342106343930836,-0.13539360354925742,0.0,0.06707430293161099,0.06915328531826392,-0.154558250933413,0.19079289039183606,0.0,-0.08048227060853522,0.0,0.0,-0.06686723850969828,0.0,0.13045136988263625,-0.05538490817549341,-0.015702825245277822,-0.044243212949110974,0.02606219486151505,-0.047637678973316916,0.08471820725567675,-0.22222131610652485,0.0,0.0,0.0,-0.019776745834289653,0.00019458979045353163,0.0009397064768553157,0.0
faceless-void,0.004220419881118696,0.02404370758145611,-0.0,-0.10056630687992343,-0.014452705704387638,0.10635717208779923,-0.0,0.08502907025771433,-0.023674020129897173,0.09970787033577873,0.03421730334411052,-0.0,-0.0002670035941871233,-0.0,0.008434266519121197,-0.05004157625759548,0.09071089691311424,0.05061890227476493,-0.09255199933945499,0.09331874965537394,0.024139263354372185,-0.0,0.07921615354791298,0.09607571469406667,-0.007170457113311529,-0.0,-0.05796368727732179,-0.12870852442814157,-0.0,-0.012275747542490946,0.0005481267558234246,-0.0,-0.013230251744913303,-0.0,-0.028194423154533143,3.6719799734997315e-07,-0.03406216310268766,-0.0,-0.0,0.03609642850872911,-0.04327420735864959,0.0,-0.04250454636836347,0.0,0.10882392521452033,0.06294312141599445,0.0,0.0,0.09822287994076193,0.0,0.0,0.10165313735929812,0.0,0.0,0.19649216202562314,0.04881292482580015,-0.02153678319602749,0.0,0.0,0.0,0.0,0.0,0.0,0.2522090386687865,0.03715220554355235,0.0,0.0,-0.025371457624998824,-0.13142405180379158,-0.01914135487655377,0.0,0.00934246796424169,0.0,0.0,0.09670482605483371,-0.030757963294974395,0.0,0.0,0.10014458250039467,0.0,0.0,-0.019840488970615126,-0.03588643647977446,0.04135690123390316,-0.0039460722022848504,0.04346815361211918,-0.002601133113985174,-0.05114373097883298,0.0,0.0,0.05303961610210074,0.18054679158372147,0.0,-0.038120494538398324,0.05348538651297881,0.0,0.007973371909911906,0.02650161270024036,0.13238516476666826,0.06321000857419348,0.08723866119803211,-0.009043762460584753,-0.006947280899805887,0.011617765675883922,0.0,0.0,0.06427859485751995,0.07085351967688518,0.0752637338869714,-0.06217736557814181,0.016975102593841846,0.0,-0.0032001068744028647,0.1027443085058038,-0.05349900450152885,0.03330112267351153,0.0,0.0,0.06201656546822881,0.07883485390229851,0.053432548163753826
wraith-king,0.020709382222266672,0.0,-0.08293315540912961,-0.0,0.057662448509106796,0.025448665924994198,-0.033879892243959084,0.0138553782615066,0.03413991769839427,-0.03679226069759919,0.07621745271643496,-0.045033009734052505,0.050345082612703033,-0.055512280098240566,0.1301691981457096,0.0766917380285026,-0.0,-0.08729574025343154,0.016387822301468288,-0.02578138020011668,0.06673833703181947,-0.0,-0.0,0.1000158330236318,-0.0,0.1396187071278238,-0.0,0.09273067396460649,-0.0681998934415999,-0.13854392700551083,-0.0,-0.0,-0.0,0.1624138655377364,0.14670942460848077,-0.027136746583090728,-0.14244865064963508,-0.04269131387998562,-0.02839977161416752,0.034113820452281764,-0.06211031755896519,0.04250454636836347,0.0,0.0,0.0,-0.17726379439249312,0.0009334077855618667,-0.080620661589514,0.0996261805250751,0.0,-0.0010638579093542129,0.0,0.04306781641430167,0.0,-0.04665964161900811,-0.1387739358143066,0.09865752872376848,0.0,0.02140650512525165,0.0,0.0818369750980243,0.0,-0.04592029662811867,0.0072894192587526765,-0.10970225267806888,0.0688277658025018,0.014689607198811225,0.012779609887274215,0.0,0.0,0.1268965613816839,0.05632604495389329,-0.041077895911352566,-0.1445951505765086,-0.008330519520760698,-0.030889756520027532,0.0,0.0,0.0,0.0,0.0,0.01878469036376,-0.05481722186594829,0.0,0.0,0.0,-0.06903457314284318,-0.018509703820997113,0.0,0.0,0.0,0.0,0.0,0.013049587424840095,0.04339635895840835,0.0,0.0,0.0,-0.11001676143433733,0.0,-0.06662084940215456,0.11954926272654223,0.0,0.0,0.03301415233107778,0.05825669463430911,-0.03950693287917353,0.1601599701980904,-0.2756536291959737,-0.12292663485376282,-0.0212144267800281,0.010236822591426128,0.023114614230541168,0.02267693356963679,-0.10778970447233475,0.0,-0.0724458626615946,-0.033773891366502704,-0.010224002463359297,0.0,0.10730771325138935
death-prophet,0.014709631133230835,-0.022553734615386536,-0.1314841068217813,-0.0,-0.0,-0.0,0.057216689698520076,-0.0,0.0386992280995459,-0.015982050504245705,-0.06167413367196867,-0.0,-0.0,-0.0,-0.0,0.08121234117311464,-0.0,-0.0,-0.09894483675160021,-0.0,0.021507067964460547,-0.0,-0.07452373493526292,0.01668402334996944,0.08366846810754823,-0.10971127206348052,-0.0,-0.0,-0.02974969394599743,0.005784525282032008,-0.0,-0.0,-0.0,-0.0,0.012064092991943474,-0.010162824669104622,-0.0,-5.0916176220147766e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.013947080819397599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05842951358038157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02783254293748282,0.0,0.00042782986128968217,0.0,0.0,0.0,0.0,0.0,0.0,0.10843025852833103,-0.017215893154461908,0.0,0.0,-0.11273514008781411,0.0,0.0,0.12535497612742538,0.0,0.0,0.0,-0.0692879704351251,6.987023436826403e-05,0.026807620823596882,0.05302986408999613,0.02927461663295558,0.0,0.0,0.0,0.0,0.0,0.01873994700185097,0.0,0.022410861563972553,0.0,0.041452874215019274,0.0,0.0,0.01597658876823395,0.010141212147175598,0.0,0.0,0.0,0.060381148825982514,0.0,-0.015595791281924513,0.18759494594959406,0.0
